Well,Content,Raw Data (No filter),
O12,Sample X348,2671,
O13,Sample X349,1578,
O14,Sample X350,1545,
O15,Sample X351,1595,
O16,Sample X352,1545,
O17,Sample X353,1643,
O18,Sample X354,1678,
O19,Sample X355,1629,
O20,Sample X356,1788,
O21,Sample X357,1779,
O22,Sample X358,1928,
O23,Sample X359,2320,
O24,Sample X360,2550,
P01,Sample X361,2728,
P02,Sample X362,2429,
P03,Sample X363,2460,
P04,Sample X364,2498,
P05,Sample X365,2817,
P06,Sample X366,2601,
P07,Sample X367,2523,
P08,Sample X368,2512,
P09,Sample X369,2504,
P10,Sample X370,2408,
P11,Sample X371,2484,
P12,Sample X372,2512,
P13,Sample X373,2655,
P14,Sample X374,2425,
P15,Sample X375,2525,
P16,Sample X376,2607,
P17,Sample X377,2416,
P18,Sample X378,2410,
P19,Sample X379,2557,
P20,Sample X380,2498,
P21,Sample X381,2486,
P22,Sample X382,2593,
P23,Sample X383,2572,
P24,Sample X384,2943,
