Well,Content,Raw Data (No filter),
P13,Sample X373,2708,
P14,Sample X374,2542,
P15,Sample X375,2457,
P16,Sample X376,2390,
P17,Sample X377,2371,
P18,Sample X378,2108,
P19,Sample X379,2192,
P20,Sample X380,2288,
P21,Sample X381,2295,
P22,Sample X382,2003,
P23,Sample X383,1997,
P24,Sample X384,2213,
